4 9
-9.199999999999989	11.0	7.0	-9.0	21.6	-0.7999999999999998	-11.0	30.0	0.8	-8.599999999999994	22.0	1.0	-18.19999999999999	23.0	-18.599999999999994	-10.800000000000011	20.19999999999999	3.3999999999999773	-18.399999999999977	18.0	-11.399999999999977	-7.199999999999989	15.399999999999977	4.0	-12.600000000000023	13.0	-1.8000000000000114	-10.800000000000011	14.400000000000006	2.0	
-24.80000000000001	26.0	3.7999999999999545	-14.200000000000003	44.8	3.4	-15.599999999999994	52.60000000000002	-0.6	-17.400000000000006	33.80000000000001	18.0	-29.600000000000023	51.4	-42.19999999999999	-18.80000000000001	33.0	7.800000000000011	-37.60000000000002	40.0	-36.39999999999998	-21.400000000000006	31.80000000000001	3.2000000000000455	-32.19999999999999	28.0	-18.400000000000006	-33.0	32.599999999999994	-8.200000000000045	
-15.399999999999977	14.0	7.2000000000000455	-13.599999999999994	31.6	3.4	-17.799999999999997	33.39999999999998	1.2	-18.599999999999994	18.600000000000023	17.0	-24.600000000000023	36.6	-15.199999999999989	-15.0	18.19999999999999	13.399999999999977	-24.19999999999999	28.200000000000003	-10.600000000000023	-14.199999999999989	16.399999999999977	9.600000000000023	-24.600000000000023	17.2	-4.400000000000006	-18.19999999999999	21.0	0.0	
-46.60000000000002	41.60000000000002	24.600000000000023	-63.80000000000001	89.2	-0.20000000000000018	-68.4	117.0	0.6	-54.19999999999999	87.80000000000001	-1.3999999999999773	-107.39999999999998	93.6	-89.8	-61.80000000000001	77.19999999999999	10.0	-98.80000000000001	68.80000000000001	-39.19999999999999	-57.0	59.19999999999999	20.0	-71.0	42.6	-5.599999999999994	-65.20000000000005	52.599999999999994	15.399999999999977	
-9.199999999999989	-45.400000000000006	-6.600000000000023	-33.599999999999994	-48.8	-1.0	-40.0	-53.80000000000001	1.0	-29.799999999999997	-37.39999999999998	-31.0	-27.0	-58.8	25.0	-27.400000000000006	-46.19999999999999	-16.600000000000023	-5.800000000000011	-48.8	33.19999999999999	-18.400000000000006	-46.60000000000002	-4.600000000000023	6.800000000000011	-37.6	22.400000000000006	-1.1999999999999886	-49.0	9.600000000000023	

-3.6000000000000227	16.19999999999999	28.200000000000045	-17.4	46.400000000000006	-1.2000000000000002	-19.799999999999997	52.39999999999998	1.4	-14.6	31.600000000000023	16.19999999999999	-30.599999999999994	56.8	-14.599999999999994	-14.399999999999999	29.0	23.200000000000045	-26.400000000000006	44.19999999999999	1.0	-7.400000000000006	20.399999999999977	27.799999999999955	-21.0	28.200000000000003	11.400000000000006	-13.800000000000011	24.599999999999994	26.600000000000023	
-15.199999999999989	29.399999999999977	12.600000000000023	-2.799999999999997	49.400000000000006	-2.6	-9.600000000000001	56.0	-1.0	-13.8	33.80000000000001	18.80000000000001	-18.400000000000006	67.2	-38.80000000000001	-12.799999999999997	39.19999999999999	17.200000000000045	-30.80000000000001	57.19999999999999	-34.60000000000002	-14.400000000000006	34.39999999999998	15.200000000000045	-29.399999999999977	40.0	-18.19999999999999	-25.19999999999999	40.400000000000006	1.8000000000000114	
-7.600000000000023	9.0	13.399999999999977	-9.0	23.799999999999997	-0.6	-14.399999999999999	22.399999999999977	-0.4	-12.4	11.800000000000011	15.399999999999977	-12.800000000000011	31.0	-5.0	-9.200000000000003	11.800000000000011	14.799999999999955	-14.199999999999989	26.19999999999999	-3.6000000000000227	-8.200000000000003	10.600000000000023	13.399999999999977	-12.600000000000023	16.599999999999994	-1.0	-9.199999999999989	16.0	7.0	
-0.19999999999998863	44.39999999999998	9.799999999999955	20.4	66.0	-3.4000000000000004	22.400000000000006	82.39999999999998	-0.19999999999999996	17.6	58.80000000000001	9.199999999999989	-4.400000000000006	85.19999999999999	-72.6	9.200000000000003	58.80000000000001	9.0	-22.80000000000001	69.4	-60.599999999999994	3.200000000000003	53.60000000000002	8.799999999999955	-26.80000000000001	45.400000000000006	-29.0	-14.399999999999977	56.60000000000002	-4.0	
-32.80000000000001	-28.600000000000023	13.799999999999955	-49.4	-10.600000000000001	-2.2	-56.0	-11.0	-0.8	-46.4	-10.800000000000011	-10.0	-62.599999999999994	-18.799999999999997	3.4000000000000057	-45.8	-16.80000000000001	-1.2000000000000455	-44.80000000000001	-20.19999999999999	24.80000000000001	-40.0	-24.80000000000001	6.7999999999999545	-29.0	-21.200000000000003	18.599999999999994	-34.39999999999998	-27.400000000000006	19.399999999999977	

-12.199999999999989	38.60000000000002	46.799999999999955	9.0	72.4	-4.2	-1.0	81.80000000000001	0.19999999999999996	-8.0	52.80000000000001	33.60000000000002	-13.599999999999994	99.4	-53.19999999999999	-13.400000000000006	55.80000000000001	37.60000000000002	-37.0	88.19999999999999	-41.599999999999994	-14.0	50.0	41.200000000000045	-40.0	65.19999999999999	-9.599999999999994	-26.0	65.60000000000002	27.80000000000001	
-13.0	34.0	-7.600000000000023	32.0	30.400000000000006	-2.5999999999999996	22.6	37.60000000000002	-3.0	8.2	24.80000000000001	9.199999999999989	22.799999999999997	48.80000000000001	-60.400000000000006	7.599999999999994	34.60000000000002	-1.6000000000000227	-5.199999999999989	47.599999999999994	-81.0	-1.4000000000000057	38.60000000000002	-9.200000000000045	-25.0	33.0	-55.8	-19.600000000000023	47.80000000000001	-35.80000000000001	
-8.399999999999977	17.0	1.0	0.0	20.799999999999997	6.2	-3.6000000000000014	24.399999999999977	1.8	-7.399999999999999	13.800000000000011	5.0	-5.400000000000006	32.0	-25.80000000000001	-9.799999999999997	15.0	4.2000000000000455	-14.0	29.19999999999999	-24.0	-10.199999999999989	16.600000000000023	3.2000000000000455	-18.399999999999977	19.200000000000003	-15.799999999999997	-15.0	21.600000000000023	-4.399999999999977	
19.0	57.39999999999998	-22.600000000000023	73.8	38.400000000000006	0.3999999999999999	74.8	54.0	-0.6000000000000001	53.2	38.60000000000002	14.399999999999977	72.4	64.6	-84.6	49.2	53.0	1.2000000000000455	28.80000000000001	65.4	-117.6	34.599999999999994	59.19999999999999	-15.200000000000045	-5.800000000000011	52.599999999999994	-81.6	8.399999999999977	69.0	-59.19999999999999	
-17.600000000000023	-33.60000000000002	32.39999999999998	-44.4	4.200000000000003	-0.6000000000000001	-48.8	-0.39999999999997726	-0.19999999999999996	-37.4	-8.0	1.8000000000000114	-58.80000000000001	0.4000000000000057	6.0	-37.0	-18.0	14.799999999999955	-42.60000000000002	-7.800000000000011	38.400000000000006	-28.80000000000001	-26.80000000000001	24.799999999999955	-18.19999999999999	-12.200000000000003	40.8	-18.399999999999977	-25.0	43.60000000000002	

